Year,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,ORTG,DRTG,TO_100_Games,Salary,Cap Maximum,Salary%OfCap,Traded,Center,Forward,Guard,Salary_Scaled,Salary_BoxCox,Salary_Scaled_BoxCox
2015,Dwight Powell,Dal,PF,24.0,69,14.4,29.9,18.4,142,0.739,280,0.514,16,0.125,0.48959459459459465,0.557,5.8,4.0,15.1,0.6,7.2,0.52,0.35,6.7,,,10.0,845059.0,70000000,0.0121,0,0,1,0,1357092.3203714285,49.66506298305402,66.91164136072375
2018,Isaiah Briscoe,Orl,G,22.99,39,14.3,29.9,14.1,26,0.577,104,0.423,34,0.324,0.358695652173913,0.455,3.5,1.9,7.1,2.2,21.0,0.28,0.05,6.8,96.3,100.1,17.2,838464.0,101869000,0.0082,0,0,0,1,925257.8517115118,49.59464431210486,62.013563838829704
2019,Keldon Johnson,San,F-G,20.84,17,17.7,36.8,17.4,44,0.795,67,0.597,22,0.591,0.5224719101123595,0.711,9.1,3.4,10.2,0.9,7.2,0.82,0.12,6.8,130.9,105.5,10.7,1950600.0,109140000,0.0179,0,0,1,1,2009114.4255085213,57.718018428500855,72.2977617361703
2016,Zaza Pachulia,Gol,C,32.0,70,18.1,37.7,15.3,126,0.778,305,0.538,2,0.0,0.5344951140065146,0.588,6.1,5.9,17.7,1.9,13.6,0.84,0.47,9.0,,,19.400000000000002,2898000.0,94143000,0.0308,0,1,0,0,3460435.422708008,61.92413358264127,80.43043887242195
2020,Jaden McDaniels,Min,F,20.63,63,24.0,50.0,12.0,45,0.6,169,0.544,198,0.364,0.34869754768392375,0.552,6.8,3.7,8.3,1.1,6.4,0.56,0.95,5.0,107.7,108.0,10.8,1964760.0,109140000,0.018,0,0,1,0,2023699.1995601982,57.792488213619365,72.40073080404434
2016,Alonzo Gee,Den,SF,29.0,13,6.9,14.3,10.4,9,0.556,11,0.273,3,0.0,0.2145,0.306,0.8,1.2,9.3,0.5,8.2,0.38,0.08,4.5,,,18.2,2255408.0,94143000,0.024,0,0,1,0,2693131.033767779,59.229617136855396,76.5800026945714
2019,Nigel Williams-Goss,Uta,G,25.91,10,5.0,10.4,17.4,2,1.0,9,0.333,7,0.286,0.249875,0.415,1.4,0.6,6.6,0.6,16.5,0.3,0.1,6.4,92.2,99.3,15.1,1500000.0,109140000,0.0137,0,0,0,1,1544997.2512369435,55.07153330576574,68.649243304425
2018,Jabari Parker,Chi,F,24.07,64,27.0,56.3,24.45,184,0.7075,554,0.5680000000000001,195,0.3105,0.4576354922867514,0.565,14.65,6.7,13.45,2.45,14.3,0.77,0.5,9.2,102.8,106.7,15.75,20000000.0,101869000,0.1963,0,0,1,0,22070305.981211163,86.77143252034766,115.08927305384071
2019,Louis King,Det,F,21.36,10,6.2,13.0,17.1,3,0.0,10,0.4,11,0.364,0.2858095238095238,0.448,2.0,1.0,9.1,0.5,11.8,0.2,0.0,6.5,93.4,98.5,8.2,79568.0,109140000,0.0007,0,0,1,0,81954.89419094741,31.988652950226392,37.844073490438035
2015,Draymond Green,Gol,PF,25.0,81,34.7,72.2,18.8,329,0.696,561,0.537,258,0.388,0.428948717948718,0.587,14.0,9.5,14.7,7.4,29.0,1.48,1.38,11.5,,,21.2,14260870.0,70000000,0.2037,0,0,1,0,22901734.859714285,81.8450802276864,115.90761811476246
2020,Grant Riller,Cha,G,24.27,7,3.9,8.1,20.6,0,0.0,8,0.75,4,0.5,0.5833333333333334,0.75,2.6,0.1,2.0,0.4,20.6,0.14,0.0,4.8,,,7.7,449115.0,109140000,0.0041,0,0,0,1,462587.62699285324,44.25960085638982,53.97600485052455
2017,Josh Jackson,Pho,SF,20.0,77,25.4,53.0,26.0,279,0.634,715,0.464,217,0.263,0.38658315450643777,0.48,13.1,4.6,9.6,1.5,10.1,1.04,0.45,7.1,93.5,104.1,12.2,5090040.0,99093000,0.0514,0,0,1,0,5774290.379340619,68.38995101829468,88.86535348231862
2019,Mychal Mulder,Gol,G,26.18,7,29.1,60.6,16.2,12,0.75,15,0.667,52,0.308,0.2688507462686567,0.533,11.0,3.3,6.1,1.1,5.9,0.29,0.14,4.7,104.9,109.5,6.5,187782.0,109140000,0.0017,0,0,0,1,193415.1158878505,37.65048480579953,45.21109984640428
2018,Willie Cauley-Stein,Sac,C,25.65,81,27.3,56.9,17.5,254,0.551,739,0.556,2,0.5,0.5551740890688259,0.566,11.9,8.4,15.8,2.4,12.3,1.19,0.63,9.1,118.5,101.7,9.0,4696874.0,101869000,0.0461,0,1,0,0,5183072.31675976,67.43091360249942,87.01955515980349
2019,Chandler Parsons,Atl,F,31.8,5,10.8,22.6,16.1,0,0.0,4,0.25,14,0.286,0.16677777777777777,0.389,2.8,1.4,7.0,0.6,7.4,0.8,0.2,4.9,77.1,111.9,14.3,25102512.0,109140000,0.23,0,0,1,0,25855541.35942826,90.2351684267631,118.63142040489619
2014,Omri Casspi,Sac,SF,26.0,67,21.1,44.0,18.9,191,0.733,340,0.512,87,0.402,0.4486346604215457,0.58,8.9,3.9,10.4,1.5,11.8,0.46,0.12,7.1,,,14.7,1063384.0,63065000,0.0169,0,0,1,0,1895492.7293427414,51.77053635674826,71.47396148025568
2017,Jon Leuer,Det,PF,28.0,8,17.1,35.5,16.1,15,0.867,33,0.455,3,0.0,0.41708333333333336,0.505,5.4,4.0,12.9,0.6,5.2,0.13,0.38,5.5,100.2,97.9,14.099999999999998,10497319.0,99093000,0.1059,0,0,1,0,11908465.966980513,77.60782413989146,102.2216435460131
2021,Moses Moody,Gol,G,19.81,46,11.7,24.4,15.2,34,0.794,62,0.565,98,0.347,0.32520625,0.569,4.3,1.6,7.5,0.4,5.2,0.11,0.15,4.8,114.4,106.3,6.9,3562200.0,112414000,0.0317,0,0,0,1,3562200.0,64.22519598830185,80.88710900175941
2020,Isaiah Joe,Phi,G,21.87,41,9.3,19.5,17.4,24,0.75,27,0.333,106,0.368,0.21424812030075188,0.533,3.7,0.9,5.2,0.5,7.2,0.29,0.1,5.1,107.7,104.2,7.1,898310.0,109140000,0.0082,0,0,0,1,925257.6538391059,50.21736256717613,62.01356119877088
2013,LaMarcus Aldridge,Por,PF,28.0,69,36.0,74.3,29.9,360,0.822,1408,0.461,15,0.2,0.457194659170766,0.507,23.2,11.1,16.6,2.6,13.1,0.93,1.0,9.7,,,7.199999999999999,14100000.0,58679000,0.2403,0,0,1,0,27012004.29455171,81.68443975569862,119.62880440511549
2016,Frank Kaminsky,Cha,C,23.0,75,26.1,54.3,21.8,156,0.756,448,0.455,354,0.328,0.3265536159600998,0.502,11.7,4.5,9.5,2.2,13.5,0.64,0.45,7.5,,,8.0,2730000.0,94143000,0.029,0,1,0,0,3259830.470666964,61.272347989782475,79.49710337463787
2016,Andre Drummond,Det,C,23.0,81,29.7,62.0,22.4,355,0.386,904,0.532,7,0.286,0.5290109769484083,0.518,13.6,13.8,25.2,1.1,6.0,1.53,1.1,8.0,,,12.5,22116750.0,94143000,0.2349,0,1,0,0,26409104.60151047,88.28929993496355,119.11328877030346
2013,Shabazz Muhammad,Min,SG,21.0,37,7.6,15.6,23.7,40,0.65,112,0.482,12,0.25,0.44745161290322577,0.505,3.9,1.4,10.2,0.2,3.5,0.22,0.03,5.4,,,10.2,1887120.0,58679000,0.0322,0,0,0,1,3615240.676903151,57.378485992011434,81.12091800339125
2019,Tyler Johnson,Pho,G,28.27,39,20.450000000000003,42.55,18.55,50,0.875,131,0.4425,119,0.33899999999999997,0.3133232474646532,0.5165,8.85,2.4,6.15,2.3,15.950000000000001,0.445,0.195,6.95,109.6,107.25,8.45,183115.0,109140000,0.0017,0,0,0,1,188608.1144401686,37.473166422412746,44.97830738025841
2018,Bryn Forbes,San,G,25.72,82,28.0,58.2,17.4,78,0.885,379,0.488,413,0.426,0.3445972222222222,0.585,11.8,2.9,5.7,2.1,10.6,0.55,0.05,5.9,112.8,108.2,8.8,3125000.0,101869000,0.0307,0,0,0,1,3448485.309564244,62.756209853570155,80.37609524794996
2015,Jahlil Okafor,Phi,C,20.0,53,30.0,62.5,27.3,194,0.686,775,0.511,6,0.167,0.5077157490396927,0.536,17.5,7.0,12.8,1.2,8.2,0.42,1.15,7.0,,,12.5,4582680.0,70000000,0.0655,0,1,0,0,7359391.278857143,67.13974996182743,93.14559920057464
2016,JaMychal Green,Mem,PF,26.0,77,27.3,56.8,14.4,167,0.802,355,0.549,144,0.382,0.445689378757515,0.602,8.9,7.1,14.8,1.1,6.3,0.61,0.44,6.0,,,14.099999999999998,980431.0,94143000,0.0104,0,0,1,0,1170710.2008009092,51.01749187809319,64.98168469871456
2013,Kosta Koufos,Mem,C,24.0,80,16.7,34.5,19.7,93,0.645,459,0.495,0,0.0,0.49499999999999994,0.514,6.4,5.2,18.6,0.5,4.7,0.4,0.89,6.1,,,12.0,3000000.0,58679000,0.0511,0,1,0,0,5747234.956287598,62.30454562935007,88.78433889909805
2020,Jaylen Adams,Mil,G,25.03,7,2.6,5.4,18.5,0,0.0,6,0.167,2,0.0,0.12525,0.125,0.3,0.4,8.7,0.3,12.6,0.0,0.0,5.1,,,0.0,449115.0,109140000,0.0041,0,0,0,1,462587.62699285324,44.25960085638982,53.97600485052455
2020,Kemba Walker,Bos,G,31.03,43,31.8,66.3,26.1,149,0.899,323,0.486,353,0.36,0.3262100591715976,0.559,19.3,4.0,6.9,4.9,23.8,1.12,0.28,9.1,113.5,112.6,10.6,34379100.0,109140000,0.315,0,0,0,1,35410410.0,95.2426305604814,125.98042113661435
2020,Rodions Kurucs,Bro,F,23.28,21,5.566666666666666,11.6,13.933333333333332,4,0.5,11,0.3333333333333333,21,0.461,0.2648412698412698,0.5473333333333333,1.5999999999999999,1.1333333333333335,10.766666666666666,0.5333333333333333,12.533333333333331,0.3833333333333333,0.12,6.966666666666666,89.55,95.69999999999999,20.066666666666666,1780152.0,109140000,0.0163,0,0,1,0,1833553.297855965,56.784033280410746,71.00774142747625
2015,Darren Collison,Sac,PG,28.0,74,30.0,62.5,19.2,226,0.858,559,0.519,217,0.401,0.42993492268041245,0.591,14.0,2.3,4.1,4.3,21.8,1.03,0.05,6.9,,,12.9,5013559.0,70000000,0.0716,0,0,0,1,8051346.020371428,68.20838488331283,94.78014702407468
2017,Luc Mbah a Moute,Hou,PF,31.0,61,25.6,53.4,12.8,95,0.684,172,0.599,173,0.364,0.389895652173913,0.595,7.5,3.0,6.7,0.9,5.0,1.18,0.41,4.3,106.9,102.3,15.0,2116955.0,99093000,0.0214,0,0,1,0,2401535.7227049335,58.565718214859515,74.8778391528912
2016,Ben McLemore,Sac,SG,23.0,61,19.3,40.2,20.1,93,0.753,249,0.462,170,0.382,0.3520477326968974,0.538,8.1,2.1,6.3,0.8,6.9,0.48,0.1,4.9,,,12.0,4008882.0,94143000,0.0426,0,0,0,1,4786914.174691693,65.57730232978604,85.68397375942097
2014,Alonzo Gee,Den,SF,27.0,54,11.55,24.1,17.549999999999997,77,0.619,151,0.485,35,0.345,0.42193486518695067,0.522,4.15,1.7000000000000002,7.95,0.45,5.85,0.595,0.11,5.1,,,12.950000000000001,1063384.0,63065000,0.0169,0,0,1,0,1895492.7293427414,51.77053635674826,71.47396148025568
2018,Kentavious Caldwell-Pope,Lal,G,26.14,82,24.8,51.7,18.2,158,0.867,321,0.542,436,0.346,0.32947159841479523,0.567,11.4,2.9,6.0,1.3,7.5,0.89,0.16,5.6,112.8,107.7,7.3,12000000.0,101869000,0.1178,0,0,0,1,13242183.588726697,79.43231348778923,104.3334816905288
2016,Mason Plumlee,Por,C,26.0,81,25.75,53.6,17.9,300,0.5925,617,0.544,6,0.0,0.5394376765580862,0.5615,10.1,7.2,15.45,3.3,18.65,0.815,1.105,9.6,,,15.850000000000001,2328530.0,94143000,0.0247,0,1,0,0,2780444.339143643,59.566550967404496,77.06031130003717
2014,Damian Lillard,Por,PG,24.0,82,35.7,74.3,27.2,398,0.864,788,0.5,572,0.343,0.3618367647058824,0.56,21.0,4.6,6.9,6.2,29.0,1.18,0.26,9.4,,,12.6,3340920.0,63065000,0.053,0,0,0,1,5955223.672084357,63.50186604309762,89.39930740352294
2013,Perry Jones,Okc,PF,22.0,62,12.1,25.1,13.0,42,0.667,120,0.508,61,0.361,0.39762707182320445,0.541,3.5,1.8,8.5,0.4,5.0,0.23,0.31,4.5,,,9.5,1082520.0,58679000,0.0184,0,0,1,0,2073832.261626817,51.93722379024344,72.75010976153196
2020,Nate Darling,Cha,G,22.71,7,3.7,7.8,15.4,3,1.0,0,0.0,7,0.286,0.143,0.541,1.3,0.1,2.1,0.1,5.1,0.0,0.14,2.5,,,10.7,449115.0,109140000,0.0041,0,0,0,1,462587.62699285324,44.25960085638982,53.97600485052455
2015,Ty Lawson,Hou,PG,28.0,66,20.15,41.95,15.15,86,0.6,246,0.4245,108,0.3435,0.3568652035987311,0.47,5.35,2.05,5.7,3.9000000000000004,29.200000000000003,0.79,0.095,7.0,,,18.0,12444552.0,70000000,0.1778,0,0,0,1,19984883.836114284,79.93521851626188,112.9199299613988
2016,Evan Fournier,Orl,SG,24.0,68,32.9,68.4,23.5,277,0.805,570,0.491,360,0.356,0.36983870967741933,0.555,17.2,3.1,5.1,3.0,14.8,0.97,0.06,6.6,,,11.799999999999999,17000000.0,94143000,0.1806,0,0,0,1,20299310.623200875,84.3707288367755,113.25851086468744
2019,Joe Harris,Bro,G-F,28.94,69,30.8,64.1,18.3,89,0.719,378,0.553,406,0.424,0.37641071428571427,0.606,14.5,4.3,7.3,2.1,10.4,0.59,0.25,6.6,113.1,106.4,11.3,7666667.0,109140000,0.0702,0,0,1,1,7896652.9607659895,73.47386408711617,94.42498707801292
2021,Keifer Sykes,Ind,G,28.23,27,17.7,36.9,17.6,16,0.875,87,0.402,75,0.293,0.28371296296296294,0.444,5.6,1.6,5.0,2.0,15.4,0.3,0.15,5.9,92.9,111.9,14.2,558345.0,112414000,0.005,0,0,0,1,558345.0,46.05943880864575,56.057576998502235
2014,Vince Carter,Mem,SG,38.0,66,16.5,34.4,20.2,57,0.789,174,0.379,232,0.297,0.24728571428571428,0.445,5.8,2.0,7.0,1.2,11.1,0.65,0.21,5.8,,,9.1,3911981.0,63065000,0.062,0,0,0,1,6973145.677221914,65.29513258155056,92.177806649635
2018,James Nunnally,Min,F,28.74,15,11.850000000000001,24.700000000000003,15.3,4,0.5,9,0.25,25,0.3175,0.21251373626373626,0.4695,3.3,0.4,2.4,0.7,9.1,0.04,0.0,4.0,104.05000000000001,107.85,2.1,663255.0,101869000,0.0065,0,0,1,0,731912.0396784105,47.52831688715657,59.180918244822
2019,Jared Harper,Pho,G,22.92,3,2.6,5.5,21.5,0,0.0,2,0.5,2,0.0,0.25,0.25,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,79568.0,109140000,0.0007,0,0,0,1,81954.89419094741,31.988652950226392,37.844073490438035
2016,Cheick Diallo,Nor,PF,20.0,17,11.7,24.4,20.6,21,0.714,76,0.474,0,0.0,0.47400000000000003,0.51,5.1,4.3,19.4,0.2,3.2,0.24,0.41,5.6,,,7.6,543471.0,94143000,0.0058,0,0,1,0,648946.2731589179,45.83276732656803,57.77357745771073
2014,David West,Ind,PF,34.0,66,28.7,59.8,21.2,161,0.739,666,0.479,20,0.2,0.4679504373177843,0.508,11.7,6.8,13.1,3.4,20.1,0.73,0.73,9.0,,,13.700000000000001,12000000.0,63065000,0.1903,0,0,1,0,21390121.30341711,79.43231348778923,114.4008428145536
2020,Mikal Bridges,Pho,F,24.71,72,32.6,67.9,14.9,131,0.84,353,0.649,315,0.425,0.4431654191616766,0.668,13.5,4.3,7.4,2.1,8.8,1.06,0.88,6.1,131.0,110.7,7.4,4359000.0,109140000,0.0399,0,0,1,0,4489762.012094558,66.55132728372736,84.62155230228191
2014,JaVale McGee,Den,C,27.0,23,10.8,22.55,18.75,33,0.595,79,0.5005000000000001,0,0.0,0.5005000000000001,0.526,4.1,2.5,12.4,0.2,3.25,0.06,0.645,4.45,,,17.6,11250000.0,63065000,0.1784,0,1,0,0,20053238.721953537,78.54727737751509,112.99390418561417
2018,Dwight Howard,Was,C,33.34,9,25.5,53.1,19.6,48,0.604,69,0.623,0,0.0,0.623,0.638,12.8,9.2,19.6,0.4,2.6,0.78,0.44,5.7,116.6,98.6,15.1,24256725.0,101869000,0.2381,0,1,0,0,26767667.142604716,89.70458495336231,119.42102568485598
2017,Andrew Bogut,Lal,C,33.0,23,9.4,19.6,8.8,2,1.0,25,0.68,0,0.0,0.68,0.696,1.6,3.4,19.2,0.7,9.1,0.17,0.57,6.6,105.9,90.1,42.3,1078810.0,99093000,0.0109,0,1,0,0,1223833.644556124,51.90510146726509,65.55595233387345
2016,Stephen Zimmerman,Orl,C,20.0,19,5.7,11.8,14.8,5,0.6,31,0.323,0,0.0,0.323,0.346,1.2,1.8,17.7,0.2,5.3,0.11,0.26,5.3,,,8.3,950000.0,94143000,0.0101,0,1,0,0,1134373.2407082843,50.727793425843004,64.57649212765374
2018,Tyler Davis,Okc,C,21.89,1,0.9,1.9,45.2,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,57.4,0.0,0.0,0.0,0.0,0.0,,,0.0,77250.0,101869000,0.0008,0,1,0,0,85246.55685242811,31.80730147244916,38.15721093781661
2016,Jose Calderon,Lal,PG,35.0,41,13.35,27.8,14.3,12,0.9375,70,0.5105000000000001,64,0.31,0.335620984278879,0.506,3.45,1.85,7.5,2.1500000000000004,23.15,0.265,0.02,7.199999999999999,,,22.35,7708427.0,94143000,0.0819,0,0,0,1,9204456.122898145,73.54356564039666,97.26515394060773
2019,Tremont Waters,Bos,G,22.59,11,10.8,22.5,24.3,8,1.0,25,0.4,24,0.167,0.24497959183673468,0.381,3.6,1.1,5.4,1.5,18.4,0.91,0.18,6.7,73.4,97.6,22.2,79568.0,109140000,0.0007,0,0,0,1,81954.89419094741,31.988652950226392,37.844073490438035
2020,Cody Martin,Cha,F,25.63,52,16.3,34.0,12.5,43,0.581,130,0.515,58,0.276,0.3986914893617022,0.5,4.0,3.1,10.3,1.7,13.9,0.73,0.23,6.8,106.0,109.4,16.2,1517981.0,109140000,0.0139,0,0,1,0,1563517.6482866046,55.189183360563185,68.81098881037859
2021,Sam Merrill,Mem,G,25.85,6,9.6,20.1,19.7,4,0.5,1,1.0,23,0.304,0.18733333333333335,0.485,4.2,1.2,6.3,0.7,9.1,0.0,0.0,6.3,103.4,111.2,7.2,1517981.0,112414000,0.0135,0,0,0,1,1517981.0,55.189183360563185,68.41043572445139
2015,Jordan Clarkson,Lal,SG,23.0,79,32.3,67.3,22.8,204,0.804,779,0.467,319,0.348,0.38187522768670307,0.516,15.5,4.0,6.6,2.4,13.8,1.11,0.09,6.6,,,10.2,845059.0,70000000,0.0121,0,0,0,1,1357092.3203714285,49.66506298305402,66.91164136072375
2017,Boban Marjanovic,Det,C,29.0,39,8.65,18.05,29.35,97,0.794,148,0.535,0,0.0,0.535,0.617,6.050000000000001,3.7,23.549999999999997,0.55,11.100000000000001,0.255,0.28500000000000003,10.5,116.65,91.55,15.7,5881260.0,99093000,0.0594,0,1,0,0,6671873.509127789,70.14517048441422,91.39203684126876
2013,Mario Chalmers,Mia,PG,27.0,73,29.6,61.0,17.6,163,0.742,334,0.5,226,0.385,0.37590178571428573,0.567,9.8,2.9,6.2,4.9,24.5,1.63,0.22,7.0,,,20.4,4000000.0,58679000,0.0682,0,0,0,1,7662979.941716798,65.551678180771,93.87756293223144
2017,Allen Crabbe,Bro,SG,25.0,75,29.3,61.0,19.0,135,0.852,295,0.461,532,0.378,0.28602539298669893,0.558,13.2,4.3,7.8,1.6,8.4,0.63,0.48,6.1,107.9,106.6,8.0,18500000.0,99093000,0.1867,0,0,0,1,20986941.559948735,85.61195919202446,113.98428747936855
2020,John Collins,Atl,F-C,23.65,63,29.3,61.1,22.2,204,0.833,563,0.615,208,0.399,0.5029066147859922,0.645,17.6,7.4,13.8,1.2,6.9,0.54,1.0,7.4,124.3,104.1,8.9,4137302.0,109140000,0.0379,0,1,1,0,4261413.478358072,65.9425646184252,83.76535902846372
2020,Yogi Ferrell,Cle,G,28.02,10,16.2,33.650000000000006,22.35,9,0.5,29,0.385,28,0.3245,0.2798630952380952,0.4535,7.05,2.5,8.3,2.3,22.1,1.0,0.375,8.35,105.95,106.15,6.05,444149.0,109140000,0.0041,0,0,0,1,457472.6560930915,44.16935632547697,53.85521452568416
2021,Jaysean Paige,Det,G,27.65,1,6.6,13.8,26.0,0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,1.0,8.2,1.0,19.3,0.0,0.0,0.0,15.2,85.7,25.0,53176.0,112414000,0.0005,0,0,0,1,53176.0,29.589398834263935,34.548841318608396
2014,Chris Andersen,Mia,C,36.0,60,18.9,39.3,12.5,114,0.667,194,0.598,13,0.308,0.5701159420289855,0.622,5.3,5.0,15.9,0.7,6.1,0.43,1.02,5.6,,,13.5,5300000.0,63065000,0.084,0,1,0,0,9447303.57567589,68.87688498379171,97.75574979270964
2018,Langston Galloway,Det,G,27.34,80,21.8,45.5,16.1,96,0.844,206,0.451,381,0.354,0.2731567291311755,0.534,8.4,2.1,5.3,1.1,7.3,0.46,0.1,4.9,115.4,106.5,3.7,7000000.0,101869000,0.0687,0,0,0,1,7724607.093423907,72.3155932279219,94.0232464369679
2019,Naz Reid,Min,C-F,20.97,30,16.5,34.4,24.0,53,0.698,146,0.466,97,0.33,0.3458477366255144,0.505,9.0,4.1,13.2,1.2,11.2,0.63,0.73,8.6,104.8,97.6,7.6,898310.0,109140000,0.0082,0,1,1,0,925257.6538391059,50.21736256717613,62.01356119877088
2021,Terry Rozier,Cha,G,28.02,63,33.9,70.7,23.2,156,0.84,493,0.517,524,0.38,0.3485162241887906,0.57,19.7,4.3,6.7,4.4,19.6,1.3,0.37,8.5,116.7,112.7,7.3,17905263.0,112414000,0.1593,0,0,0,1,17905263.0,85.13029912064849,110.56387611643689
2013,Nicolas Batum,Por,SF,25.0,82,35.8,74.0,16.6,203,0.803,417,0.566,402,0.361,0.37678021978021975,0.589,13.0,7.5,11.2,5.1,21.1,0.91,0.7,8.9,,,18.7,10920250.0,58679000,0.1861,0,0,1,0,20920414.177133214,78.14240203052478,113.91492573350364
2017,Sterling Brown,Mil,SG,22.0,54,14.4,30.0,14.0,24,0.875,114,0.439,91,0.352,0.32225365853658533,0.503,4.0,2.6,10.8,0.5,4.5,0.57,0.24,4.8,100.1,102.2,10.4,815615.0,99093000,0.0082,0,0,0,1,925257.5319144642,49.34702227155341,62.01355957202425
2016,JaVale McGee,Gol,C,29.0,77,9.6,20.0,23.8,111,0.505,316,0.658,3,0.0,0.6518119122257053,0.642,6.1,3.2,18.1,0.2,3.8,0.25,0.87,6.6,,,9.8,1403611.0,94143000,0.0149,0,1,0,0,1676019.7460671533,54.41990104749904,69.76119651778536
2017,Meyers Leonard,Por,PF,25.0,33,7.7,16.0,16.1,11,0.818,52,0.673,26,0.423,0.5191666666666668,0.676,3.4,2.1,15.0,0.5,10.6,0.21,0.0,7.9,129.3,92.2,10.8,9904495.0,99093000,0.1,0,0,1,0,11235949.06734078,76.82723384723813,101.08247931596775
2017,Sam Dekker,Lac,SF,23.0,73,12.1,25.2,15.5,56,0.661,199,0.593,60,0.167,0.47496911196911196,0.534,4.2,2.4,10.9,0.5,6.2,0.33,0.12,5.7,107.0,104.9,10.7,1794600.0,99093000,0.0181,0,0,1,0,2035846.7742423783,56.86604747858754,72.4860313520113
2020,Vlatko Cancar,Den,F,24.1,41,6.9,14.3,14.4,13,0.769,40,0.6,33,0.273,0.390472602739726,0.54,2.1,1.2,10.3,0.3,6.4,0.27,0.05,5.3,103.5,108.8,15.1,1517981.0,109140000,0.0139,0,0,1,0,1563517.6482866046,55.189183360563185,68.81098881037859
2015,Devyn Marble,Orl,SG,23.0,28,8.9,18.5,15.7,24,0.417,39,0.333,32,0.25,0.2392535211267606,0.368,2.1,1.4,8.5,0.4,6.6,0.46,0.04,4.7,,,7.9,845059.0,70000000,0.0121,0,0,0,1,1357092.3203714285,49.66506298305402,66.91164136072375
2016,Dwyane Wade,Chi,SG,35.0,60,29.9,62.2,29.6,281,0.794,810,0.456,145,0.31,0.41029842931937177,0.508,18.3,4.5,8.1,3.8,22.3,1.43,0.68,9.1,,,11.3,23200000.0,94143000,0.2464,0,0,0,1,27702588.615191784,89.01941165185015,120.2078696338656
2020,Daniel Gafford,Chi,F-C,22.63,54,15.100000000000001,31.4,16.65,108,0.6655,225,0.6855,0,0.0,0.6855,0.698,7.4,4.449999999999999,15.75,0.5,5.300000000000001,0.5,1.44,6.6,129.85,101.6,13.75,1517981.0,109140000,0.0139,0,1,1,0,1563517.6482866046,55.189183360563185,68.81098881037859
2016,Mike Tobey,Cha,C,22.0,2,12.6,26.3,8.9,0,0.0,4,0.25,0,0.0,0.25,0.25,1.0,1.5,6.5,0.5,5.4,0.0,0.0,2.9,,,20.0,138937.0,94143000,0.0015,0,1,0,0,165901.48941503884,35.574365754922056,43.80828292392317
2013,Glen Davis,Orl,PF,28.0,68,21.549999999999997,43.85,18.4,137,0.7290000000000001,582,0.471,11,0.2,0.4655071855709877,0.506,8.15,4.65,12.3,0.9500000000000001,6.15,0.77,0.395,5.65,,,12.6,6750000.0,58679000,0.115,0,0,1,0,12931278.651647096,71.85727761952003,103.85727868941531
2013,Solomon Jones,Orl,PF,29.0,11,7.5,14.2,11.4,4,0.5,17,0.353,0,0.0,0.353,0.373,1.3,1.5,10.9,0.2,3.5,0.18,0.18,3.9,,,9.6,474583.0,58679000,0.0081,0,0,1,0,909180.0024199458,44.70967304890996,61.79751049480089
2017,Terry Rozier,Bos,PG,23.0,80,25.9,53.9,20.4,149,0.772,398,0.41,402,0.381,0.29970125,0.52,11.3,4.7,9.9,2.9,17.5,1.0,0.24,8.3,109.1,100.3,8.5,1988520.0,99093000,0.0201,0,0,0,1,2255835.2989615817,57.9164402594747,73.96313851140326
2018,Jarrett Allen,Bro,C,20.97,80,26.2,54.6,15.9,278,0.709,523,0.629,45,0.133,0.5844357394366198,0.632,10.9,8.4,16.9,1.4,7.9,0.54,1.5,7.7,123.8,101.5,13.1,2034120.0,101869000,0.02,0,1,0,0,2244682.5401250627,58.150887207672035,73.89115179342049
2013,Matt Barnes,Lac,SF,33.0,63,27.3,56.6,16.7,90,0.733,243,0.551,284,0.342,0.3462182163187856,0.552,9.9,4.6,9.4,2.0,10.7,0.89,0.44,6.6,,,13.0,3250000.0,58679000,0.0554,0,0,1,0,6226171.202644899,63.19296133024714,90.1746336431947
2017,Mindaugas Kuzminskas,Nyk,SF,28.0,1,1.9,4.0,46.0,0,0.0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3028410.0,99093000,0.0306,0,0,1,0,3435516.9561926676,62.40856760291255,80.31694676530176
2020,Damian Jones,Pho,C,25.88,39,13.566666666666668,28.233333333333334,12.033333333333331,58,0.7253333333333334,98,0.7186666666666667,5,0.08333333333333333,0.6969529761904761,0.7279999999999999,4.633333333333334,3.033333333333333,12.133333333333333,0.6,5.333333333333333,0.24333333333333332,0.7466666666666667,5.2,129.33333333333334,97.73333333333333,18.533333333333335,1487284.0,109140000,0.0136,0,1,0,0,1531899.7945391242,54.987615862713696,68.53389937208686
2016,Devin Booker,Pho,SG,20.0,78,35.0,72.9,28.6,441,0.832,1026,0.447,405,0.363,0.37185849056603776,0.531,22.1,3.2,5.0,3.4,16.3,0.92,0.27,7.1,,,12.9,2223600.0,94143000,0.0236,0,0,0,1,2655149.8295146744,59.08018349968286,76.36708890470639
